사망,부상,인명피해(명)소계,화재발생년월일,시도,시군구,재산피해소계,부동산,동산,장소대분류,장소중분류,장소소분류
0,0,0,2017-03-06 17:33,경상남도,김해시,0,,,기타,야외,기타야외
0,0,0,2017-03-06 17:37,부산광역시,수영구,1918,323,1595,"판매,업무시설",일반업무,일반회사
0,0,0,2017-03-06 17:51,광주광역시,광산구,1856,1796,60,생활서비스,음식점,패스트푸드
0,0,0,2017-03-06 17:53,부산광역시,사하구,2489,2041,448,주거,공동주택,아파트
0,0,0,2017-03-06 17:55,제주특별자치도,서귀포시,335,335,0,생활서비스,일상서비스,일반상점
0,0,0,2017-03-06 18:08,경기도,광주시,5772,5772,0,생활서비스,음식점,"커피숍,다방,카페(휴게)"
0,0,0,2017-03-06 18:12,충청남도,청양군,7,0,7,기타,야외,기타야외
0,0,0,2017-03-06 18:14,경기도,평택시,3323,2553,770,기타,야외,쓰레기
0,0,0,2017-03-06 18:26,전라남도,보성군,366,116,250,주거,단독주택,단독주택
0,0,0,2017-03-06 18:58,강원도,영월군,122,22,100,기타서비스,기타건축물,기타 건축물
0,0,0,2017-03-06 18:58,서울특별시,송파구,804,804,0,생활서비스,음식점,기타 음식점
0,0,0,2017-03-06 19:11,서울특별시,강동구,26,0,26,생활서비스,오락시설,기타 오락시설
0,0,0,2017-03-06 19:13,경상남도,거창군,13904,10346,3558,주거,단독주택,단독주택
0,0,0,2017-03-06 19:16,서울특별시,서초구,388,168,220,생활서비스,음식점,중식
0,0,0,2017-03-06 19:16,경상남도,김해시,3284,2129,1155,산업시설,동식물시설,우사
0,0,0,2017-03-06 19:20,대구광역시,동구,3985,2420,1565,산업시설,작업장,"고철처리소, 고물상"
0,0,0,2017-03-06 19:26,경상남도,밀양시,0,,,기타,야외,기타야외
0,0,0,2017-03-06 19:32,경기도,김포시,6085,0,6085,기타,야외,기타야외
0,0,0,2017-03-06 19:36,광주광역시,북구,883,51,832,생활서비스,음식점,한식
0,0,0,2017-03-06 19:48,충청남도,아산시,3234,3234,0,산업시설,공장시설,금속기계 및 기구공업
0,0,0,2017-03-06 20:00,경기도,남양주시,91,28,63,주거,단독주택,단독주택
0,0,0,2017-03-06 20:17,강원도,횡성군,86,74,12,산업시설,동식물시설,농예용 온실
0,0,0,2017-03-06 20:25,경상남도,하동군,74,3,71,기타,야외,공터
0,0,0,2017-03-06 20:41,경기도,수원시권선구,463,127,336,주거,단독주택,단독주택
0,0,0,2017-03-06 21:03,충청남도,예산군,1621,1511,110,주거,단독주택,단독주택
0,0,0,2017-03-06 21:34,부산광역시,사상구,0,,,주거,공동주택,연립주택
0,0,0,2017-03-06 22:34,경상남도,진주시,136,136,0,기타서비스,기타건축물,기타 건축물
0,0,0,2017-03-06 22:43,경상남도,김해시,1435,128,1307,산업시설,위생시설,폐기물처리시설
0,0,0,2017-03-06 22:52,충청북도,충주시,49500,0,49500,"자동차,철도차량",건설기계,기타 건설기계
0,0,0,2017-03-06 22:57,경상남도,김해시,0,,,기타,야외,기타야외
0,0,0,2017-03-06 23:03,경기도,수원시권선구,451,451,0,교육시설,"연구,학원","기타 연구,학원"
0,0,0,2017-03-06 23:11,경기도,용인시처인구,1210,0,1210,기타,야외,야적장
1,0,1,2017-03-06 23:22,충청남도,천안시서북구,3960,0,3960,"자동차,철도차량",자동차,승용자동차
0,0,0,2017-03-06 23:42,인천광역시,계양구,413,0,413,주거,공동주택,아파트
0,0,0,2017-03-07 0:02,전라북도,고창군,55,0,55,기타,야외,쓰레기
0,0,0,2017-03-07 0:06,충청남도,보령시,56122,31922,24200,생활서비스,음식점,한식
0,0,0,2017-03-07 0:21,서울특별시,동대문구,209,0,209,기타,야외,야적장
0,0,0,2017-03-07 0:23,경상남도,양산시,0,,,기타,야외,쓰레기
0,0,0,2017-03-07 0:43,강원도,춘천시,407,407,0,생활서비스,음식점,일반주점
0,0,0,2017-03-07 0:46,대구광역시,남구,0,,,주거,단독주택,단독주택
0,0,0,2017-03-07 1:10,전라북도,군산시,16998,16996,2,"판매,업무시설",숙박시설,여관
0,0,0,2017-03-07 1:23,부산광역시,기장군,2240,810,1430,산업시설,동식물시설,농예용 온실
0,0,0,2017-03-07 1:37,전라남도,순천시,3419,3419,0,주거,단독주택,단독주택
0,0,0,2017-03-07 3:05,경기도,남양주시,6,0,6,기타,도로,가로등
0,0,0,2017-03-07 3:06,경기도,안산시상록구,270,0,270,기타,야외,기타야외
0,2,2,2017-03-07 3:24,대구광역시,동구,16786,12247,4539,주거,단독주택,단독주택
0,0,0,2017-03-07 3:31,부산광역시,해운대구,0,,,기타,야외,쓰레기
0,0,0,2017-03-07 3:34,경상남도,김해시,548,548,0,"판매,업무시설",일반업무,오피스텔
0,0,0,2017-03-07 3:40,경상남도,창원시 의창구,9885,1810,8075,산업시설,공장시설,그 밖의 공업
0,0,0,2017-03-07 3:42,서울특별시,강남구,33785,20024,13761,"의료,복지시설",의료시설,의원
0,0,0,2017-03-07 3:44,경기도,부천시소사구,61,61,0,기타,야외,쓰레기
0,0,0,2017-03-07 4:35,부산광역시,영도구,1445,1131,314,주거,공동주택,아파트
0,0,0,2017-03-07 4:35,경기도,양주시,792,0,792,임야,산불,공유림
0,0,0,2017-03-07 5:34,충청남도,부여군,3630,0,3630,"자동차,철도차량",자동차,승용자동차
0,0,0,2017-03-07 6:26,경기도,안산시단원구,852,0,852,산업시설,공장시설,금속기계 및 기구공업
0,0,0,2017-03-07 6:41,강원도,강릉시,0,,,임야,들불,기타 들불
0,0,0,2017-03-07 7:23,강원도,속초시,5830,4948,882,주거,기타주택,기타 주택
0,0,0,2017-03-07 7:34,경상북도,의성군,2006,0,2006,산업시설,동식물시설,우사
0,0,0,2017-03-07 7:45,경상북도,칠곡군,9625,0,9625,산업시설,공장시설,그 밖의 공업
0,0,0,2017-03-07 7:56,경기도,양평군,4954,3102,1852,주거,단독주택,단독주택
0,0,0,2017-03-07 7:58,대구광역시,동구,173,173,0,산업시설,공장시설,식료품공업
0,0,0,2017-03-07 8:14,경상남도,창원시 마산회원구,10910,2702,8208,기타,야외,기타야외
0,0,0,2017-03-07 8:22,부산광역시,부산진구,0,,,기타,야외,쓰레기
0,0,0,2017-03-07 8:33,인천광역시,중구,450,117,333,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
0,0,0,2017-03-07 8:34,경상북도,봉화군,199,55,144,"판매,업무시설",일반업무,기타 일반업무시설
0,0,0,2017-03-07 8:34,서울특별시,광진구,220,0,220,"자동차,철도차량",자동차,승용자동차
0,0,0,2017-03-07 8:48,경상남도,김해시,15400,0,15400,"자동차,철도차량",자동차,승용자동차
0,0,0,2017-03-07 8:58,경상남도,창원시 마산합포구,1826,975,851,기타서비스,기타건축물,기타 건축물
0,0,0,2017-03-07 9:00,서울특별시,강동구,118,41,77,"의료,복지시설",노유자시설,경로당
0,0,0,2017-03-07 9:14,충청남도,천안시동남구,28,0,28,"판매,업무시설",판매시설,상점가
0,0,0,2017-03-07 9:16,광주광역시,광산구,65,15,50,기타,야외,공터
0,2,2,2017-03-07 9:23,충청북도,영동군,7980,125,7855,산업시설,공장시설,화학공업
0,0,0,2017-03-07 9:45,강원도,원주시,599,268,331,산업시설,동식물시설,농예용 온실
0,0,0,2017-03-07 9:47,서울특별시,마포구,88,0,88,"자동차,철도차량",자동차,특수자동차
0,0,0,2017-03-07 9:51,경기도,하남시,122,0,122,주거,공동주택,기타 공동주택
0,0,0,2017-03-07 10:04,부산광역시,동래구,92,73,19,교육시설,학교,고등학교
0,0,0,2017-03-07 10:06,경기도,여주시,1980,0,1980,"자동차,철도차량",자동차,화물자동차
0,0,0,2017-03-07 10:29,경상남도,통영시,291,291,0,주거,단독주택,단독주택
0,0,0,2017-03-07 10:37,강원도,횡성군,2456,445,2011,산업시설,창고시설,"창고, 물품저장소"
0,0,0,2017-03-07 10:51,충청북도,충주시,85,85,0,생활서비스,음식점,"커피숍,다방,카페"
0,0,0,2017-03-07 10:55,충청남도,논산시,151,151,0,산업시설,공장시설,그 밖의 공업
0,0,0,2017-03-07 10:55,강원도,태백시,902,902,0,"판매,업무시설",판매시설,기타 판매시설
0,0,0,2017-03-07 11:11,경기도,화성시,2895,1280,1615,기타,야외,쓰레기
0,0,0,2017-03-07 11:12,경기도,양주시,440,0,440,임야,들불,논밭두렁
0,0,0,2017-03-07 11:17,경기도,여주시,297,0,297,기타,야외,기타야외
0,0,0,2017-03-07 11:17,경상남도,합천군,469,0,469,임야,들불,들판
0,0,0,2017-03-07 11:26,인천광역시,남구,48849,13052,35797,"자동차,철도차량",자동차,버스
0,0,0,2017-03-07 11:26,부산광역시,중구,2148,249,1899,"판매,업무시설",판매시설,상점가
0,0,0,2017-03-07 11:27,강원도,춘천시,0,,,기타,야외,쓰레기
0,0,0,2017-03-07 11:31,경상북도,경주시,55,0,55,산업시설,공장시설,그 밖의 공업
0,0,0,2017-03-07 11:37,경기도,고양시일산동구,1886,1826,60,산업시설,작업장,기타 작업장
0,0,0,2017-03-07 11:46,서울특별시,강북구,209,0,209,주거,단독주택,다중주택
0,0,0,2017-03-07 11:56,강원도,원주시,332,332,0,생활서비스,음식점,"커피숍,다방,카페"
0,0,0,2017-03-07 11:59,대구광역시,달서구,0,,,임야,산불,공유림
0,0,0,2017-03-07 11:59,경기도,안양시만안구,385,0,385,"판매,업무시설",판매시설,상가빌딩
0,0,0,2017-03-07 12:01,제주특별자치도,서귀포시,1425,985,440,산업시설,창고시설,기타 창고
0,0,0,2017-03-07 12:02,강원도,철원군,1100,0,1100,기타,야외,야적장
0,0,0,2017-03-07 12:12,강원도,횡성군,0,,,기타,야외,기타야외
0,1,1,2017-03-07 12:15,경기도,양주시,7914,3550,4364,산업시설,공장시설,방직공업
0,0,0,2017-03-07 12:20,서울특별시,동작구,5500,0,5500,"자동차,철도차량",자동차,승용자동차
0,0,0,2017-03-07 12:25,경상남도,의령군,220,0,220,임야,들불,들판
0,0,0,2017-03-07 12:25,경상남도,진주시,117,117,0,기타,야외,쓰레기
0,0,0,2017-03-07 12:29,경상남도,밀양시,0,,,기타,야외,기타야외
0,0,0,2017-03-07 12:29,경상남도,김해시,3900,3680,220,임야,들불,묘지
0,0,0,2017-03-07 12:32,경상남도,김해시,730,730,0,산업시설,공장시설,금속기계 및 기구공업
0,0,0,2017-03-07 12:41,경기도,과천시,237,113,124,주거,단독주택,단독주택
0,0,0,2017-03-07 12:52,서울특별시,강남구,469,178,291,"판매,업무시설",일반업무,일반빌딩
0,0,0,2017-03-07 12:53,인천광역시,강화군,1444,160,1284,산업시설,창고시설,기타 창고
0,0,0,2017-03-07 12:55,경상남도,김해시,0,,,기타,야외,쓰레기
0,0,0,2017-03-07 12:56,경기도,안성시,16,0,16,기타,야외,쓰레기
0,0,0,2017-03-07 12:57,경기도,동두천시,75,0,75,기타,야외,쓰레기
0,0,0,2017-03-07 13:04,대전광역시,유성구,550,0,550,"자동차,철도차량",자동차,화물자동차
0,0,0,2017-03-07 13:09,강원도,강릉시,0,,,기타,야외,기타야외
0,0,0,2017-03-07 13:10,경기도,이천시,293,232,61,기타,야외,쓰레기
0,0,0,2017-03-07 13:32,경상북도,포항시북구,3447,3447,0,"판매,업무시설",일반업무,오피스텔
0,0,0,2017-03-07 13:36,서울특별시,도봉구,2217,2217,0,주거,공동주택,다세대주택
0,0,0,2017-03-07 13:36,경기도,화성시,2255,0,2255,임야,산불,사유림
0,0,0,2017-03-07 13:38,충청남도,천안시동남구,110,110,0,산업시설,창고시설,기타 창고
0,0,0,2017-03-07 13:40,전라남도,완도군,1020,1020,0,기타,야외,쓰레기
0,0,0,2017-03-07 13:43,대전광역시,유성구,4878,3005,1873,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
0,0,0,2017-03-07 13:50,대전광역시,동구,2200,0,2200,기타,야외,공터
0,0,0,2017-03-07 13:56,인천광역시,강화군,165,11,154,기타,야외,쓰레기
0,0,0,2017-03-07 13:59,경기도,시흥시,0,,,기타,야외,기타야외
0,0,0,2017-03-07 14:02,경기도,성남시수정구,125,0,125,임야,들불,기타 들불
0,0,0,2017-03-07 14:24,충청북도,진천군,671,448,223,생활서비스,일상서비스,일반상점
0,0,0,2017-03-07 14:31,경상북도,예천군,0,,,임야,들불,논밭두렁
0,0,0,2017-03-07 14:34,전라남도,장성군,880,0,880,"자동차,철도차량",자동차,승용자동차
0,0,0,2017-03-07 14:41,서울특별시,강동구,465,271,194,"판매,업무시설",판매시설,상가빌딩
0,0,0,2017-03-07 14:44,충청북도,증평군,46,35,11,기타,야외,공터
0,0,0,2017-03-07 14:46,전라북도,전주시완산구,431,0,431,생활서비스,음식점,횟집
0,0,0,2017-03-07 14:48,경기도,포천시,220,0,220,임야,산불,사유림
0,0,0,2017-03-07 14:49,경기도,화성시,9350,0,9350,임야,산불,사유림
0,0,0,2017-03-07 14:56,경기도,포천시,1512,0,1512,기타,야외,기타야외
0,0,0,2017-03-07 15:05,경상북도,예천군,22,22,0,"판매,업무시설",일반업무,금융기관(농협 등)
0,0,0,2017-03-07 15:17,대전광역시,동구,55,0,55,주거,단독주택,단독주택
0,0,0,2017-03-07 15:19,경상북도,상주시,237,184,53,기타서비스,기타건축물,기타 건축물
0,0,0,2017-03-07 15:20,경상남도,고성군,55,0,55,기타,야외,기타야외
0,0,0,2017-03-07 15:24,경상북도,울진군,72,0,72,기타,야외,기타야외
0,0,0,2017-03-07 15:27,광주광역시,서구,234,157,77,기타서비스,기타건축물,기타 건축물
0,0,0,2017-03-07 15:31,경상남도,김해시,240,240,0,산업시설,동식물시설,우사
0,0,0,2017-03-07 15:36,충청남도,천안시동남구,1762,687,1075,산업시설,창고시설,"창고, 물품저장소"
1,0,1,2017-03-07 15:38,충청북도,충주시,55,0,55,임야,산불,사유림
0,0,0,2017-03-07 15:41,경기도,파주시,22000,0,22000,"자동차,철도차량",자동차,버스
0,0,0,2017-03-07 15:41,경기도,파주시,905,693,212,주거,단독주택,단독주택
0,0,0,2017-03-07 16:00,경기도,동두천시,523,287,236,주거,공동주택,다세대주택
0,0,0,2017-03-07 16:09,충청남도,논산시,2695,0,2695,"자동차,철도차량",자동차,화물자동차
0,0,0,2017-03-07 16:10,경상남도,밀양시,110,0,110,기타,야외,기타야외
0,0,0,2017-03-07 16:13,경상북도,포항시북구,1394,1172,222,"의료,복지시설",건강시설,온천장
0,0,0,2017-03-07 16:13,경기도,용인시기흥구,315,216,99,기타,야외,쓰레기
0,0,0,2017-03-07 16:18,서울특별시,강남구,73,0,73,"판매,업무시설",일반업무,일반빌딩
0,0,0,2017-03-07 16:22,경상북도,고령군,110,0,110,임야,산불,국유림
0,0,0,2017-03-07 16:31,광주광역시,광산구,244,161,83,교육시설,"연구,학원",일반학원
0,0,0,2017-03-07 16:36,대전광역시,대덕구,6343,2134,4209,생활서비스,음식점,한식
0,0,0,2017-03-07 16:38,서울특별시,강동구,1280,554,726,"의료,복지시설",노유자시설,유치원
0,0,0,2017-03-07 16:45,충청북도,청주시서원구,1325,0,1325,"자동차,철도차량",자동차,승용자동차
0,0,0,2017-03-07 16:51,전라북도,정읍시,1206,1151,55,주거,단독주택,단독주택
0,0,0,2017-03-07 16:54,경기도,하남시,11,5,6,기타,야외,공터
0,0,0,2017-03-07 17:12,경기도,포천시,2153,0,2153,임야,산불,사유림
0,0,0,2017-03-07 17:34,경상남도,함안군,1184,909,275,산업시설,공장시설,펄프 및 제지공업
0,0,0,2017-03-07 17:38,제주특별자치도,제주시,558,331,227,주거,단독주택,단독주택
0,0,0,2017-03-07 17:49,부산광역시,남구,6343,5710,633,생활서비스,음식점,한식
0,0,0,2017-03-07 17:52,서울특별시,동대문구,290,0,290,산업시설,작업장,기타 작업장
0,0,0,2017-03-07 18:01,부산광역시,부산진구,297,161,136,생활서비스,음식점,패스트푸드(휴게)
0,0,0,2017-03-07 18:15,경기도,이천시,1787,632,1155,산업시설,동식물시설,농예용 온실
0,0,0,2017-03-07 18:42,서울특별시,영등포구,488,484,4,"판매,업무시설",공공기관,국가 및 지방자치단체 청사
0,0,0,2017-03-07 18:54,제주특별자치도,서귀포시,0,,,임야,들불,들판
0,0,0,2017-03-07 18:57,경기도,양주시,256,256,0,생활서비스,음식점,호프집
0,0,0,2017-03-07 19:07,서울특별시,광진구,243,188,55,"판매,업무시설",일반업무,일반빌딩
0,0,0,2017-03-07 19:21,부산광역시,사상구,0,,,기타,야외,야적장
0,0,0,2017-03-07 19:26,서울특별시,강남구,487,0,487,기타,야외,기타야외
0,0,0,2017-03-07 19:26,부산광역시,동래구,0,,,기타,야외,기타야외
0,0,0,2017-03-07 20:10,경기도,이천시,157,155,2,주거,단독주택,다가구주택
0,0,0,2017-03-07 20:22,경기도,안성시,183885,93393,90492,산업시설,공장시설,금속기계 및 기구공업
0,0,0,2017-03-07 20:24,경기도,과천시,2881,408,2473,기타서비스,기타건축물,기타 건축물
0,0,0,2017-03-07 21:00,경상남도,의령군,0,,,주거,단독주택,단독주택
1,0,1,2017-03-07 21:15,전라북도,정읍시,6851,4165,2686,주거,단독주택,단독주택
0,0,0,2017-03-07 21:17,서울특별시,관악구,113,74,39,생활서비스,음식점,호프집
0,0,0,2017-03-07 21:34,전라남도,목포시,29309,20472,8837,주거,단독주택,단독주택
0,0,0,2017-03-07 21:36,경상남도,창원시 의창구,50,0,50,기타서비스,기타건축물,노상매점
0,0,0,2017-03-07 22:02,충청남도,태안군,330,226,104,주거,기타주택,컨테이너(주거용)
0,0,0,2017-03-07 22:17,서울특별시,구로구,16,0,16,기타,야외,기타야외
0,0,0,2017-03-07 22:55,충청북도,괴산군,9805,5185,4620,산업시설,창고시설,기타 창고
0,0,0,2017-03-07 22:58,경상북도,경주시,13871,8096,5775,주거,단독주택,단독주택
0,0,0,2017-03-07 23:09,강원도,삼척시,553,489,64,주거,단독주택,단독주택
0,0,0,2017-03-07 23:12,대전광역시,동구,144,0,144,기타,야외,공터
0,0,0,2017-03-07 23:40,서울특별시,서대문구,33,0,33,주거,공동주택,다세대주택
0,0,0,2017-03-07 23:41,부산광역시,북구,114,0,114,주거,단독주택,단독주택
0,0,0,2017-03-07 23:58,서울특별시,노원구,102,0,102,주거,단독주택,다가구주택
0,0,0,2017-03-08 0:34,전라북도,군산시,539,429,110,산업시설,창고시설,"냉장, 냉동창고"
0,0,0,2017-03-08 0:35,경기도,양평군,612,0,612,주거,단독주택,단독주택
0,0,0,2017-03-08 0:40,경기도,안양시만안구,27,0,27,주거,공동주택,다세대주택
0,0,0,2017-03-08 1:09,전라남도,완도군,19595,12683,6912,주거,단독주택,단독주택
0,0,0,2017-03-08 1:11,대전광역시,유성구,33,0,33,주거,공동주택,다세대주택
0,0,0,2017-03-08 1:30,부산광역시,사하구,3918,0,3918,산업시설,공장시설,금속기계 및 기구공업
0,0,0,2017-03-08 1:51,경상북도,경주시,151,117,34,주거,단독주택,단독주택
0,0,0,2017-03-08 2:08,대전광역시,서구,708,350,358,주거,공동주택,주상복합아파트
0,0,0,2017-03-08 2:36,경기도,평택시,232118,96502,135616,산업시설,창고시설,기타 창고
0,0,0,2017-03-08 2:44,경상북도,영주시,264,143,121,주거,단독주택,단독주택
0,0,0,2017-03-08 3:47,충청북도,음성군,61661,47251,14410,산업시설,공장시설,금속기계 및 기구공업
0,0,0,2017-03-08 4:21,충청남도,천안시서북구,1289,1289,0,산업시설,공장시설,그 밖의 공업
0,0,0,2017-03-08 5:00,세종특별자치시,세종,6604,2745,3859,기타서비스,기타건축물,기타 건축물
0,0,0,2017-03-08 5:24,충청북도,충주시,8890,7499,1391,주거,단독주택,단독주택
0,0,0,2017-03-08 5:43,경상북도,경주시,427,0,427,기타,야외,기타야외
0,0,0,2017-03-08 6:00,경기도,파주시,558,326,232,집합시설,종교시설,교회
0,0,0,2017-03-08 6:15,경기도,시흥시,15569,46,15523,산업시설,공장시설,화학공업
0,0,0,2017-03-08 6:54,경기도,광주시,6107,662,5445,"자동차,철도차량",자동차,소형 승합차
0,0,0,2017-03-08 6:56,충청남도,당진시,33910,21605,12305,"판매,업무시설",일반업무,기타 일반업무시설
0,0,0,2017-03-08 7:25,경기도,김포시,4093,1283,2810,산업시설,공장시설,식료품공업
0,0,0,2017-03-08 7:25,전라남도,완도군,20900,0,20900,기타,야외,기타야외
0,0,0,2017-03-08 7:46,경기도,양주시,5698,1586,4112,주거,기타주택,컨테이너(주거용)
0,0,0,2017-03-08 8:40,전라남도,해남군,1367,1367,0,주거,단독주택,단독주택
0,0,0,2017-03-08 8:49,서울특별시,서초구,457,350,107,"판매,업무시설",판매시설,상가빌딩
0,0,0,2017-03-08 9:00,제주특별자치도,서귀포시,1276,0,1276,기타,야외,기타야외
0,0,0,2017-03-08 9:01,강원도,속초시,50,0,50,기타,야외,기타야외
0,0,0,2017-03-08 9:03,경상남도,김해시,14363,13016,1347,운수자동차시설,자동차시설,카센터
0,0,0,2017-03-08 9:21,부산광역시,사상구,1243,1125,118,"의료,복지시설",의료시설,병원
0,0,0,2017-03-08 9:25,경상남도,함안군,213,0,213,기타,야외,기타야외
0,0,0,2017-03-08 9:30,경기도,고양시일산동구,225,134,91,기타서비스,기타건축물,기타 건축물
0,0,0,2017-03-08 9:36,경기도,성남시중원구,243,89,154,주거,단독주택,단독주택
0,1,1,2017-03-08 9:46,경기도,화성시,17859,13532,4327,산업시설,작업장,기타 작업장
0,0,0,2017-03-08 9:54,충청남도,공주시,6747,5947,800,주거,단독주택,단독주택
0,0,0,2017-03-08 9:55,경상남도,밀양시,0,,,기타,야외,쓰레기
0,0,0,2017-03-08 10:00,서울특별시,양천구,361,0,361,생활서비스,음식점,횟집
0,0,0,2017-03-08 10:06,세종특별자치시,세종,9952,2327,7625,산업시설,동식물시설,농예용 온실
0,0,0,2017-03-08 10:20,경상북도,의성군,165,165,0,주거,단독주택,단독주택
0,0,0,2017-03-08 10:20,경상북도,경주시,11966,5716,6250,산업시설,공장시설,그 밖의 공업
0,0,0,2017-03-08 10:21,제주특별자치도,서귀포시,1307,1219,88,주거,단독주택,단독주택
0,0,0,2017-03-08 10:25,경기도,가평군,61216,45314,15902,주거,공동주택,아파트
0,0,0,2017-03-08 11:05,경상남도,하동군,1,0,1,기타,야외,쓰레기
0,0,0,2017-03-08 11:23,경기도,여주시,53,0,53,기타,야외,쓰레기
0,0,0,2017-03-08 11:24,경기도,김포시,7623,4167,3456,산업시설,공장시설,금속기계 및 기구공업
0,0,0,2017-03-08 11:27,충청남도,당진시,112,0,112,임야,들불,숲
0,0,0,2017-03-08 11:28,서울특별시,중구,27,0,27,주거,공동주택,아파트
0,0,0,2017-03-08 11:45,충청북도,청주시청원구,1815,0,1815,"자동차,철도차량",자동차,승용자동차
0,0,0,2017-03-08 11:48,울산광역시,울주군,165,0,165,"자동차,철도차량",자동차,화물자동차
0,0,0,2017-03-08 11:54,전라남도,신안군,2118,1953,165,산업시설,창고시설,"창고, 물품저장소"
0,0,0,2017-03-08 11:57,경기도,화성시,45169,31531,13638,주거,단독주택,단독주택
0,0,0,2017-03-08 12:02,경기도,광주시,1650,0,1650,임야,산불,사유림
0,0,0,2017-03-08 12:06,경기도,양주시,4363,3697,666,주거,단독주택,단독주택
0,0,0,2017-03-08 12:21,충청남도,천안시동남구,1824,1340,484,주거,공동주택,다세대주택
0,0,0,2017-03-08 12:22,경기도,김포시,181,0,181,기타,야외,기타야외
0,0,0,2017-03-08 12:24,경상북도,영천시,0,,,기타,야외,공터
0,0,0,2017-03-08 12:27,대전광역시,유성구,488,207,281,산업시설,공장시설,금속기계 및 기구공업
0,0,0,2017-03-08 12:31,경상북도,포항시남구,220,0,220,기타,야외,기타야외
0,0,0,2017-03-08 12:37,전라남도,신안군,9463,4924,4539,주거,단독주택,단독주택
0,0,0,2017-03-08 12:38,부산광역시,기장군,0,,,임야,들불,논밭두렁
0,0,0,2017-03-08 12:39,경상남도,양산시,132,0,132,"자동차,철도차량",자동차,화물자동차
0,0,0,2017-03-08 12:40,충청남도,홍성군,0,,,임야,산불,사유림
0,0,0,2017-03-08 12:46,충청북도,충주시,2192,0,2192,기타,야외,야적장
0,0,0,2017-03-08 12:52,제주특별자치도,제주시,0,,,기타,야외,기타야외
0,0,0,2017-03-08 12:53,경기도,여주시,2750,0,2750,임야,산불,사유림
0,0,0,2017-03-08 13:00,경기도,이천시,2154,0,2154,임야,들불,기타 들불
0,1,1,2017-03-08 13:00,대전광역시,중구,23,0,23,"판매,업무시설",숙박시설,여인숙
0,0,0,2017-03-08 13:03,전라남도,여수시,423,0,423,"자동차,철도차량",자동차,승용자동차
0,0,0,2017-03-08 13:06,부산광역시,기장군,33,0,33,"자동차,철도차량",자동차,화물자동차
0,0,0,2017-03-08 13:10,충청남도,당진시,713,0,713,임야,들불,숲
0,0,0,2017-03-08 13:25,인천광역시,중구,8151,0,8151,임야,들불,들판
0,0,0,2017-03-08 13:32,서울특별시,강서구,11,0,11,주거,공동주택,아파트
0,0,0,2017-03-08 13:35,부산광역시,부산진구,0,,,주거,공동주택,주상복합아파트
0,0,0,2017-03-08 13:37,경기도,포천시,55,0,55,기타,야외,야적장
0,0,0,2017-03-08 13:43,경상남도,밀양시,0,,,기타,야외,쓰레기
0,0,0,2017-03-08 13:48,강원도,철원군,0,,,임야,들불,논밭두렁
0,0,0,2017-03-08 13:53,강원도,정선군,0,,,기타,야외,기타야외
0,0,0,2017-03-08 13:53,경기도,광주시,16550,13745,2805,산업시설,창고시설,"창고, 물품저장소"
0,0,0,2017-03-08 13:57,부산광역시,동래구,220,0,220,기타서비스,기타건축물,기타 건축물
0,0,0,2017-03-08 14:09,부산광역시,부산진구,11,0,11,주거,단독주택,단독주택
0,0,0,2017-03-08 14:09,충청북도,청주시흥덕구,18222,14931,3291,산업시설,공장시설,식료품공업
1,0,1,2017-03-08 14:15,부산광역시,사상구,3492,2502,990,주거,단독주택,다가구주택
0,0,0,2017-03-08 14:18,경기도,포천시,1524,1186,338,주거,기타주택,기타 주택
0,0,0,2017-03-08 14:19,경상남도,사천시,1,0,1,기타,야외,쓰레기
0,0,0,2017-03-08 14:31,충청남도,당진시,371,0,371,기타,야외,기타야외
0,0,0,2017-03-08 14:46,인천광역시,서구,840,840,0,주거,공동주택,연립주택
0,1,1,2017-03-08 14:49,울산광역시,울주군,1014,0,1014,임야,산불,공유림
0,0,0,2017-03-08 14:50,충청남도,서천군,522,522,0,주거,단독주택,단독주택
0,2,2,2017-03-08 14:53,경상북도,포항시남구,69300,0,69300,"자동차,철도차량",건설기계,기타 건설기계
0,0,0,2017-03-08 14:55,서울특별시,강동구,0,,,기타,야외,쓰레기
0,0,0,2017-03-08 15:07,경상북도,김천시,5605,0,5605,"자동차,철도차량",자동차,화물자동차
0,0,0,2017-03-08 15:17,강원도,강릉시,0,,,기타,야외,기타야외
0,0,0,2017-03-08 15:25,인천광역시,중구,3634,433,3201,산업시설,창고시설,"창고, 물품저장소"
0,0,0,2017-03-08 15:29,경상남도,함안군,13,0,13,기타,야외,공터
0,0,0,2017-03-08 15:34,부산광역시,기장군,0,,,기타,야외,쓰레기
0,0,0,2017-03-08 15:50,경기도,시흥시,1330,743,587,생활서비스,음식점,한식
0,0,0,2017-03-08 16:00,경상북도,구미시,782,0,782,주거,공동주택,아파트
0,0,0,2017-03-08 16:14,부산광역시,해운대구,22,0,22,주거,단독주택,단독주택
0,0,0,2017-03-08 16:20,세종특별자치시,세종,0,,,기타,야외,기타야외
0,0,0,2017-03-08 16:30,경기도,이천시,1320,0,1320,임야,산불,사유림
0,0,0,2017-03-08 16:36,강원도,인제군,0,,,기타,야외,야적장
0,0,0,2017-03-08 16:38,경상남도,고성군,0,,,기타서비스,기타건축물,기타 건축물
